filename,religion,religious_practice,lifestyle,social_class,location_hint,education_hint,personality_hint,fashion_style,age_range,bio_hint,confidence
"female_batch4_392.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Western","22-26","Independent and modern-minded professional with a casual approach to life","Medium"
"female_batch4_393.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","26-30","Family-oriented woman seeking a respectful partner who values tradition and shared values.","Medium"
"female_batch4_394.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple, homely girl with traditional values seeking a respectful life partner","Medium"
"female_batch4_395.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Tradition-loving woman who enjoys nature and values family values","Medium"
"female_batch4_396.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Confident","Smart-casual","22-26","Warm-hearted and thoughtful, seeking genuine connection with someone who values family and personal growth.","Medium"
"female_batch4_397.png","Hindu","Conservative","Traditional","Affluent","Likely abroad or NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Culturally rooted, educated professional who values tradition and family values.","Medium"
"female_batch4_398.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Simple, genuine, and looking for someone respectful and understanding.","Medium"
"female_batch4_399.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple, warm-hearted woman seeking a respectful partner for a meaningful relationship","Medium"
"female_batch4_40.jpg","Muslim","Moderate","Moderate","Middle class","Likely abroad","Graduate","Confident","Mixed","22-26","Nature lover who enjoys outdoor adventures and cultural exploration","Medium"
"female_batch4_400.png","Muslim","Conservative","Traditional","Affluent","Likely abroad or NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Family-oriented woman seeking a respectful partner who values tradition and cultural values.","High"
"female_batch4_401.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values, enjoys cultural celebrations, seeking a respectful partner for life","Medium"
"female_batch4_402.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple, traditional girl seeking a respectful and caring life partner.","Medium"
"female_batch4_403.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","26-30","Traditional values, family-oriented professional seeking a respectful partner for a meaningful relationship.","High"
"female_batch4_404.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad or Could be NRB","Graduate or Postgraduate","Confident","Mixed","22-26","Elegant, cultured woman who values both tradition and modernity, seeking a meaningful connection with shared values.","Medium"
"female_batch4_405.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values, enjoys cultural celebrations and family time","Medium"
"female_batch4_406.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","26-30","Family-oriented woman seeking a respectful partner for a meaningful relationship","Medium"
"female_batch4_407.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Independent woman who enjoys modern fashion with cultural appreciation.","Medium"
"female_batch4_408.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","26-30","Traditional values, family-oriented woman seeking a respectful life partner.","Medium"
"female_batch4_409.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Modest","Smart-casual","22-26","Grounded and approachable, looking for someone with values and understanding.","Medium"
"female_batch4_41.jpg","Muslim","Moderate","Moderate","Middle class","Bangladesh or NRB","Graduate","Confident","Smart-casual","22-26","Modern-minded, confident professional looking for a compatible partner with mutual respect","Medium"
"female_batch4_410.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values, family-oriented, looking for a respectful and caring partner.","Medium"
"female_batch4_411.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate","Confident","Mixed","22-26","Urban professional with a blend of traditional values and modern sensibilities, seeking someone who appreciates both.","High"
"female_batch4_412.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","School level or Graduate","Modest","Smart-casual","18-22","Friendly and approachable person who enjoys simple moments and appreciates genuine connections","Medium"
"female_batch4_413.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate or Postgraduate","Confident","Traditional","22-26","Traditional values with grace and elegance, seeking a respectful partner for a meaningful relationship","High"
"female_batch4_414.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Modest","Traditional","18-22","Simple, family-oriented individual seeking a respectful partner who values traditional values and cultural heritage.","Medium"
"female_batch4_415.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Culturally rooted, values family and tradition, seeking a respectful and understanding life partner","High"
"female_batch4_42.jpg","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Nature lover who enjoys exploring scenic destinations and spending time outdoors","Medium"
"female_batch4_43.jpg","Unknown","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Friendly and approachable with a blend of traditional values and modern outlook","Medium"
"female_batch4_44.jpg","Unknown","Unknown","Traditional","Middle class","Bangladesh","School level","Outgoing","Traditional","18-22","Cheerful and friendly person who enjoys simple moments and authentic connections","Medium"
"female_batch4_45.jpg","Unknown","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Friendly and approachable person who values both tradition and modernity in life.","Medium"
"female_batch4_46.jpg","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple-hearted girl seeking a sincere, family-oriented partner for a meaningful relationship","Medium"
"female_batch4_47.jpg","Unknown","Unknown","Moderate","Middle class","Bangladesh","School level or Graduate","Confident","Mixed","22-26","Friendly and approachable with a casual, modern outlook on life","Medium"
"female_batch4_48.jpg","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Confident","Traditional","22-26","Family-oriented individual who values tradition and cultural values.","Medium"
"female_batch4_49.jpg","Muslim or Hindu","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Confident","Mixed","22-26","Fun-loving and cheerful person who enjoys outdoor activities and casual moments with loved ones.","Medium"
"female_batch4_50.jpg","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Friendly and approachable, looking for someone genuine and respectful.","Medium"
"female_batch4_51.jpg","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Friendly and approachable, looking for someone genuine and caring.","Medium"
"female_batch4_52.jpg","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Compassionate soul with a blend of traditional values and modern outlook, seeking a genuine connection.","Medium"
"female_batch4_53.jpeg","Unknown","Moderate or Unknown","Moderate to Liberal","Middle class to Upper-middle class","Bangladesh or Could be NRB","Graduate or Postgraduate","Confident","Smart-casual to Western","22-26","Independent and stylish, seeking meaningful connections with someone who appreciates both tradition and modern values.","Medium"
"female_batch4_54.jpg","Unknown","Unknown","Western-influenced","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Western","22-26","Fashionable and cultured individual with interest in art and contemporary lifestyle","Low"
"female_batch4_55.jpg","Unknown","Unknown","Liberal or Western-influenced","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Professional","Confident or Outgoing","Western or Mixed","22-26","Fashion-forward professional with a bold sense of style, enjoys expressing creativity and confidence.","Medium"
"female_batch4_56.jpg","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Cultured and traditional woman seeking a respectful partner who values family and heritage","High"
"female_batch4_57.jpg","Unknown","Unknown","Moderate","Middle class","Bangladesh","School level or Graduate","Modest","Smart-casual","18-22","Young, approachable woman seeking genuine connection with someone who values simplicity and authenticity","Medium"
"female_batch4_58.jpg","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Friendly and approachable person seeking meaningful connections with shared values","Medium"
"female_batch4_59.jpg","Muslim or Hindu","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate or Professional","Confident","Mixed","22-26","Friendly and cheerful person who enjoys celebrations and social gatherings, looking for someone with good values.","Medium"
"female_batch4_67.jpg","Unknown","Unknown","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Modest","Mixed","22-26","Bookish soul who enjoys quiet moments and meaningful conversations","Low"
"female_batch4_68.jpg","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman seeking a respectful partner for a meaningful relationship.","Medium"
"female_batch4_69.jpg","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Bangladesh or Could be NRB","Graduate","Modest or Introverted","Traditional","22-26","Thoughtful and serene individual who values simple elegance and meaningful connections.","Medium"
"female_batch4_70.jpg","Unknown","Unknown","Moderate","Middle class","Bangladesh or Likely abroad","School level or Graduate","Outgoing","Western","18-22","Fun-loving and casual, enjoys good times with friends and family","Low"
"female_batch4_71.jpg","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Bengali woman with traditional values, seeking a genuine connection with someone who appreciates culture and family.","Medium"
"female_batch4_72.jpg","Unknown","Moderate","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Cheerful and approachable, enjoys indoor spaces and casual styling","Medium"
"female_batch4_73.jpg","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Friendly and approachable person who enjoys good company and meaningful conversations.","Medium"
"female_batch4_74.jpg","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Modest","22-26","Simple, family-oriented woman seeking a respectful and caring life partner.","Medium"
"female_batch4_75.jpg","Unknown","Moderate","Moderate","Middle class","Bangladesh or Could be NRB","Graduate or Professional","Confident","Mixed","22-26","Warm and approachable person who values both tradition and modernity in life.","Medium"
"female_batch4_76.jpg","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident and Outgoing","Traditional","22-26","Adventure lover who enjoys travel and exploring new places with a warm smile.","Medium"
"female_batch4_77.jpg","Unknown","Unknown","Liberal or Western-influenced","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Postgraduate","Confident or Outgoing","Western or Mixed","22-26","Independent spirit with a passion for modern living and new experiences.","Low"
"female_batch4_78.png","Muslim","Moderate","Traditional","Upper-middle class","Bangladesh or Likely abroad","Graduate or Postgraduate","Confident","Traditional","22-26","Cultured and graceful, embracing traditional values with modern sensibilities.","High"
"female_batch4_79.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Simple, genuine, looking for someone who values both tradition and modern values","Medium"
"female_batch4_80.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Confident","Smart-casual","22-26","Thoughtful and poised individual seeking genuine connection with shared values and mutual respect","Medium"
"female_batch4_81.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Could be NRB","Graduate","Confident","Mixed","22-26","Thoughtful and modern, seeking someone who values both tradition and growth.","Medium"
"female_batch4_82.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Could be NRB","Graduate","Confident","Mixed","22-26","Friendly and warm-hearted person who values both traditional values and modern outlook","Medium"
"female_batch4_83.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Modest","Traditional","22-26","Simple, modest woman seeking a respectful partner who values family and tradition.","Medium"
"female_batch4_84.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Confident","Smart-casual","22-26","Confident and approachable woman seeking a genuine connection with shared values","Medium"
"female_batch4_85.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented girl looking for a respectful and caring life partner","Medium"
"female_batch4_86.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented woman seeking a respectful life partner who values tradition and commitment.","Medium"
"female_batch4_87.png","Muslim","Moderate","Mixed","Middle class","Likely abroad","Graduate or Professional","Confident","Mixed","22-26","Confident and modern woman who values both cultural roots and contemporary lifestyle","Medium"
"female_batch4_88.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Mixed","22-26","Thoughtful and stylish, enjoy cultural fusion and intellectual conversations","Medium"
"female_batch4_89.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Mixed","22-26","Humble and family-oriented girl seeking a respectful life partner with shared values","Medium"
"female_batch4_90.png","Muslim or Hindu","Moderate","Moderate","Upper-middle class","Likely abroad or Could be NRB","Graduate or Postgraduate","Confident","Smart-casual","22-26","Ambitious professional who enjoys modern lifestyle with cultural values intact","High"
"female_batch4_91.png","Hindu","Conservative","Traditional","Affluent","Bangladesh or Could be NRB","Graduate or Postgraduate","Confident","Traditional","26-30","Family-oriented woman who values tradition and cultural heritage, seeking a respectful partner for a meaningful relationship.","High"
"female_batch4_92.png","Muslim","Conservative","Traditional","Upper-middle class","Likely abroad","Graduate or Professional","Confident","Modest","22-26","Practicing Muslim woman who values tradition and family, enjoys travel and elegant dining experiences","Medium"
"female_batch4_93.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Mixed","22-26","Respectful and grounded, seeking a genuine connection with shared values","Medium"
"female_batch4_94.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Modest","Traditional","18-22","Traditional values, homebody who enjoys cultural celebrations and family time","Medium"
"female_batch4_95.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Seeking a kind-hearted, family-oriented partner who values tradition and mutual respect.","Medium"
"female_batch4_96.png","Muslim","Moderate","Moderate","Middle class","Likely abroad","Graduate","Confident","Smart-casual","22-26","Adventurous spirit who loves beach getaways and exploring new places with a smile","Medium"
"female_batch4_97.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Could be NRB","Graduate or Professional","Confident","Mixed","22-26","Professional woman seeking a respectful and caring partner for a meaningful relationship.","Medium"
"female_batch4_98.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Confident","Modest","18-22","Modest, family-oriented girl seeking a respectful partner for marriage","High"
"female_batch4_99.png","Unknown","Unknown","Liberal or Western-influenced","Upper-middle class or Affluent","Likely abroad or Could be NRB","Graduate or Postgraduate","Confident or Outgoing","Western or Smart-casual","26-30","Professional woman who enjoys entertainment and modern lifestyle, seeking someone with shared contemporary values.","Medium"
